,Level,Kills,Deaths,Assists,CS,CS in Team's Jungle,CSM,Golds,GPM,GOLD%,Vision Score,Wards placed,Wards destroyed,Control Wards Purchased,Detector Wards Placed,VSPM,WPM,VWPM,WCPM,VS%,Total damage to Champion,Physical Damage,Magic Damage,True Damage,DPM,DMG%,K+A Per Minute,KP%,Solo kills,Double kills,Triple kills,Quadra kills,Penta kills,GD@15,CSD@15,XPD@15,LVLD@15,Objectives Stolen,Damage dealt to turrets,Damage dealt to buildings,Total heal,Total Heals On Teammates,Damage self mitigated,Total Damage Shielded On Teammates,Time ccing others,Total Time CC Dealt,Total damage taken,Total Time Spent Dead,Consumables purchased,Items Purchased,Result Score
Canna,15,1,5,2,242,8,7.7,10619,339,21.2,36,15,6,5,5,1.15,0.48,0.16,0.19,14.0,15089,13469,1620,0,482,27.9,0.1,50.0,1,0,0,0,0,-1300,-3,-1552,-1,0,2479,2479,1524,0,13397,0,4,95,15412,117,6,22,0
Canyon,14,2,3,3,181,170,5.8,10369,331,20.7,53,19,10,12,10,1.69,0.61,0.38,0.32,20.6,9159,7755,807,597,292,16.9,0.16,83.3,0,0,0,0,0,-474,-6,-473,0,1,0,0,12169,0,27588,0,14,269,23981,96,13,28,0
ShowMaker,16,0,4,1,265,14,8.5,10151,324,20.3,27,12,5,6,6,0.86,0.38,0.19,0.16,10.5,11531,706,10635,190,368,21.3,0.03,16.7,0,0,0,0,0,-2096,-25,-1435,-1,0,0,0,813,0,6094,0,24,470,10608,72,9,29,0
Deft,16,3,2,2,294,4,9.4,12197,389,24.4,43,18,13,9,8,1.37,0.57,0.29,0.41,16.7,12902,9667,3235,0,412,23.9,0.16,83.3,0,1,0,0,0,189,7,1087,1,0,0,0,2544,0,11111,0,27,326,8649,80,13,36,0
Kellin,10,0,3,5,30,0,1,6706,214,13.4,98,51,16,20,18,3.13,1.63,0.64,0.51,38.1,5368,219,5149,0,171,9.9,0.16,83.3,0,0,0,0,0,37,-4,-636,-1,0,0,0,798,0,5001,0,11,104,11156,52,22,34,0
Canna,16,3,1,5,248,0,7.6,12082,370,21.5,42,11,4,5,5,1.29,0.34,0.15,0.12,14.2,23208,17882,3028,2298,710,27.7,0.24,72.7,0,1,0,0,0,244,12,308,0,0,5579,5579,6617,0,64003,26,50,3004,29809,54,7,23,0
Canyon,14,1,3,8,158,127,4.8,10005,306,17.8,62,10,16,8,8,1.9,0.31,0.24,0.49,21.0,9560,5196,3958,406,293,11.4,0.28,81.8,0,0,0,0,0,234,-2,223,0,0,385,385,18654,3314,55594,0,21,288,34025,73,9,27,0
ShowMaker,17,3,2,4,290,29,8.9,13593,416,24.2,46,18,7,8,8,1.41,0.55,0.24,0.21,15.6,25793,1492,24069,232,790,30.7,0.21,63.6,0,0,0,0,0,456,-5,-108,0,0,4805,4805,1894,206,11348,0,43,571,14178,48,10,28,0
Deft,15,4,3,6,299,28,9.2,13477,413,24.0,62,9,18,3,1,1.9,0.28,0.09,0.55,21.0,19999,13033,6594,372,612,23.8,0.31,90.9,0,0,0,0,0,72,4,1013,1,0,2592,2592,4635,0,35648,0,6,193,21093,137,4,23,0
Kellin,12,0,1,10,7,0,0.2,7000,214,12.5,83,60,4,19,17,2.54,1.84,0.58,0.12,28.1,5321,1158,4163,0,163,6.3,0.31,90.9,0,0,0,0,0,63,0,-427,0,0,0,0,1906,712,6463,7924,31,276,8175,37,21,36,0
