,Level,Kills,Deaths,Assists,CS,CS in Team's Jungle,CSM,Golds,GPM,GOLD%,Vision Score,Wards placed,Wards destroyed,Control Wards Purchased,Detector Wards Placed,VSPM,WPM,VWPM,WCPM,VS%,Total damage to Champion,Physical Damage,Magic Damage,True Damage,DPM,DMG%,K+A Per Minute,KP%,Solo kills,Double kills,Triple kills,Quadra kills,Penta kills,GD@15,CSD@15,XPD@15,LVLD@15,Objectives Stolen,Damage dealt to turrets,Damage dealt to buildings,Total heal,Total Heals On Teammates,Damage self mitigated,Total Damage Shielded On Teammates,Time ccing others,Total Time CC Dealt,Total damage taken,Total Time Spent Dead,Consumables purchased,Items Purchased,Result Score
Burdol,17,1,2,2,274,0,8,12498,365,21.9,40,18,7,14,13,1.17,0.53,0.41,0.2,13.9,11105,7442,3082,581,324,28.1,0.09,100.0,0,0,0,0,0,-248,-6,-35,0,0,2635,2635,4902,0,48894,676,32,578,24321,52,16,35,0
Willer,14,0,0,2,188,161,5.5,10797,315,18.9,84,16,21,16,14,2.45,0.47,0.47,0.61,29.3,3552,3254,0,298,104,9.0,0.06,66.7,0,0,0,0,0,595,2,153,0,0,990,990,9821,0,27810,0,9,327,16927,0,17,34,0
Clozer,16,1,3,1,277,8,8.1,11743,343,20.6,33,9,9,6,6,0.96,0.26,0.18,0.26,11.5,11058,854,9604,600,323,27.9,0.06,66.7,0,0,0,0,0,361,0,144,0,0,910,910,2097,0,13748,0,22,204,15344,103,6,19,0
Kael,12,0,3,2,41,0,1.2,7537,220,13.2,88,48,14,14,12,2.57,1.4,0.41,0.41,30.7,3039,231,2578,230,89,7.7,0.06,66.7,0,0,0,0,0,149,-1,-91,0,0,241,241,50,0,6700,818,23,88,9341,73,16,31,0
Burdol,14,0,3,0,204,3,7.4,8109,293,19.1,23,9,5,8,6,0.83,0.33,0.29,0.18,11.7,4346,3162,852,332,157,12.2,0,0.0,0,0,0,0,0,-1283,-23,-1057,-1,0,0,0,944,0,25532,50,17,367,19234,105,9,28,0
Willer,12,1,4,0,141,108,5.1,8182,296,19.3,53,14,15,14,12,1.92,0.51,0.51,0.54,26.9,4171,3863,101,207,151,11.7,0.04,100.0,1,0,0,0,0,-85,-18,-184,0,0,0,0,8192,0,23856,0,13,184,22051,113,15,28,0
Clozer,16,0,1,0,276,8,10,9887,357,23.3,20,13,7,5,5,0.72,0.47,0.18,0.25,10.2,10545,369,9906,270,381,29.6,0,0.0,0,0,0,0,0,-406,0,372,0,0,0,0,5631,150,21455,0,18,186,21612,0,6,24,0
Kael,10,0,4,0,38,0,1.4,5651,204,13.3,83,39,18,12,11,3,1.41,0.43,0.65,42.1,1934,496,953,485,70,5.4,0,0.0,0,0,0,0,0,-543,16,83,0,0,0,0,591,0,12210,0,18,81,11754,71,14,26,0
Burdol,16,2,3,5,243,5,8.5,11697,410,20.5,34,12,8,7,6,1.19,0.42,0.25,0.28,14.9,9558,8664,894,0,335,17.0,0.25,38.9,1,0,0,0,0,-275,11,72,0,0,4862,4862,3772,0,13617,0,16,388,17117,73,8,31,1
Willer,14,5,2,8,161,145,5.6,11062,388,19.4,50,13,10,12,11,1.75,0.46,0.42,0.35,21.9,8572,7431,696,445,301,15.2,0.46,72.2,1,0,0,0,0,-450,4,77,0,1,1250,1250,13284,0,18793,0,8,109,25651,69,13,29,1
Clozer,16,1,1,8,272,12,9.5,11498,403,20.1,19,6,3,4,4,0.67,0.21,0.14,0.11,8.3,9642,913,6700,2029,338,17.1,0.32,50.0,0,0,0,0,0,-59,-1,190,0,0,2933,2933,4112,290,8288,0,16,85,11973,16,4,19,1
Kael,12,3,3,10,30,0,1.1,7975,280,14.0,87,46,8,14,12,3.05,1.61,0.49,0.28,38.2,4425,631,2976,818,155,7.9,0.46,72.2,0,0,0,0,0,771,8,845,1,0,628,628,79,0,7314,602,21,119,11008,62,17,31,1
