,Level,Kills,Deaths,Assists,CS,CS in Team's Jungle,CSM,Golds,GPM,GOLD%,Vision Score,Wards placed,Wards destroyed,Control Wards Purchased,Detector Wards Placed,VSPM,WPM,VWPM,WCPM,VS%,Total damage to Champion,Physical Damage,Magic Damage,True Damage,DPM,DMG%,K+A Per Minute,KP%,Solo kills,Double kills,Triple kills,Quadra kills,Penta kills,GD@15,CSD@15,XPD@15,LVLD@15,Objectives Stolen,Damage dealt to turrets,Damage dealt to buildings,Total heal,Total Heals On Teammates,Damage self mitigated,Total Damage Shielded On Teammates,Time ccing others,Total Time CC Dealt,Total damage taken,Total Time Spent Dead,Consumables purchased,Items Purchased,Result Score
DuDu,18,0,3,5,313,8,8.9,14002,399,22.4,47,12,9,9,6,1.34,0.34,0.26,0.26,14.0,10438,8826,1612,0,297,22.3,0.14,50.0,0,0,0,0,0,915,-1,520,1,0,5779,5779,11107,0,38840,0,13,39,34963,95,11,35,0
YoungJae,14,4,2,3,189,158,5.4,11608,330,18.6,80,18,18,18,16,2.28,0.51,0.51,0.51,23.8,6016,2916,2556,544,171,12.9,0.2,70.0,0,0,0,0,0,862,12,1246,1,0,594,594,9839,250,45839,0,15,322,31190,47,20,40,0
Taeyoon,16,3,5,5,333,24,9.5,14550,414,23.3,48,15,12,8,5,1.37,0.43,0.23,0.34,14.3,10487,8929,1041,517,298,22.4,0.23,80.0,0,0,0,0,0,-386,-15,-166,0,0,3186,3186,5242,0,10890,0,11,88,19834,129,11,32,0
Moham,12,1,6,5,49,0,1.4,7853,224,12.6,120,53,27,18,18,3.42,1.51,0.51,0.77,35.7,3924,1005,1941,978,112,8.4,0.17,60.0,0,0,0,0,0,154,24,-21,0,0,0,0,479,0,19125,0,27,123,18295,130,20,34,0
DuDu,17,0,4,0,315,32,9,12453,355,22.0,32,11,4,5,5,0.91,0.31,0.14,0.11,12.8,16728,12603,4125,0,477,22.6,0,0.0,0,0,0,0,0,-1098,-18,-711,0,0,1241,1241,4695,0,23530,0,18,570,23006,125,7,27,0
YoungJae,15,0,4,3,188,170,5.4,10147,289,17.9,45,12,12,10,10,1.28,0.34,0.28,0.34,18.0,6343,5735,90,518,181,8.6,0.09,100.0,0,0,0,0,0,-462,-5,41,0,0,1152,1152,14364,0,27059,0,8,151,31441,126,11,31,0
Taeyoon,15,3,2,0,326,12,9.3,14309,408,25.3,54,17,18,7,6,1.54,0.48,0.2,0.51,21.6,21102,18673,1983,446,601,28.6,0.09,100.0,0,0,0,0,0,118,10,37,0,0,2892,2892,5469,0,10016,0,23,117,14998,84,11,31,0
Moham,12,0,5,2,21,0,0.6,7066,201,12.5,87,47,10,15,13,2.48,1.34,0.43,0.28,34.8,12697,261,11994,442,362,17.2,0.06,66.7,0,0,0,0,0,-625,-11,373,0,0,155,155,534,0,7059,1023,44,291,11071,105,17,29,0
DuDu,17,8,1,6,268,0,8.5,14657,463,23.1,32,11,4,5,5,1.01,0.35,0.16,0.13,10.7,13229,10781,1828,620,418,22.0,0.44,82.4,0,2,0,0,0,1777,12,201,0,0,8226,8226,4099,0,39051,420,28,2966,18766,38,6,20,1
YoungJae,16,3,1,11,225,204,7.1,13066,413,20.6,59,17,12,18,15,1.87,0.54,0.57,0.38,19.7,9887,8436,1004,447,313,16.4,0.44,82.4,0,0,0,0,0,1397,27,1046,1,1,668,668,15759,368,28333,0,9,229,22815,35,16,34,1
Taeyoon,16,3,0,10,281,10,8.9,13413,424,21.1,60,12,17,5,5,1.9,0.38,0.16,0.54,20.1,15849,13157,1536,1156,501,26.3,0.41,76.5,1,0,0,0,0,480,0,729,1,0,4636,4636,4194,0,6794,0,47,778,9898,0,7,23,1
Moham,13,2,1,12,24,0,0.8,9009,285,14.2,107,53,15,10,10,3.38,1.68,0.32,0.47,35.8,6822,1847,4975,0,216,11.3,0.44,82.4,0,0,0,0,0,883,-19,-179,0,0,2145,2145,5400,4294,4705,2724,31,140,6003,38,12,28,1
DuDu,15,1,7,1,274,20,8.6,12516,392,22.6,26,9,4,4,4,0.81,0.28,0.13,0.13,9.2,17752,13593,4159,0,556,27.4,0.06,40.0,1,0,0,0,0,-1128,-3,-1140,-1,0,5201,5201,4182,0,13950,0,9,134,20541,223,5,25,0
YoungJae,14,2,1,2,187,156,5.9,10188,319,18.4,64,15,19,15,13,2,0.47,0.47,0.59,22.6,10825,9495,769,561,339,16.7,0.13,80.0,0,1,0,0,0,-356,13,178,0,0,727,727,10062,0,24397,0,11,149,19416,0,16,34,0
Taeyoon,15,1,2,2,362,20,11.3,13695,429,24.7,55,18,20,8,8,1.72,0.56,0.25,0.63,19.4,13127,8808,4287,32,411,20.2,0.09,60.0,0,0,0,0,0,285,19,240,0,0,3055,3055,1719,0,16310,0,4,104,9195,78,9,27,0
Moham,12,0,3,4,16,0,0.5,7003,219,12.6,96,59,13,21,18,3,1.85,0.66,0.41,33.9,5655,1245,4410,0,177,8.7,0.13,80.0,0,0,0,0,0,-51,-20,197,0,0,452,452,985,438,5137,2431,19,189,7483,86,23,35,0
DuDu,18,6,0,5,351,9,8.7,17479,432,22.5,51,14,10,8,8,1.26,0.35,0.2,0.25,13.1,27862,22019,3281,2562,689,26.2,0.27,61.1,1,0,0,0,0,1088,19,1128,1,0,3245,3245,10457,0,46260,318,49,6012,26862,0,11,29,1
YoungJae,17,5,0,6,220,187,5.4,13915,344,17.9,86,17,24,15,15,2.13,0.42,0.37,0.59,22.2,12987,11096,1255,636,321,12.2,0.27,61.1,0,0,0,0,0,-1347,-4,96,0,0,1758,1758,21040,0,35021,0,9,148,34203,0,16,39,1
Taeyoon,18,3,1,8,437,26,10.8,18720,463,24.1,73,15,27,5,4,1.8,0.37,0.12,0.67,18.8,22588,20250,2030,308,558,21.3,0.27,61.1,0,0,0,0,0,37,27,123,0,0,13264,13264,5289,0,12312,0,9,120,12030,30,9,35,1
Moham,15,1,3,13,35,0,0.9,9963,246,12.8,124,62,15,19,19,3.07,1.53,0.47,0.37,32.0,17421,671,15738,1012,431,16.4,0.35,77.8,0,0,0,0,0,-127,-13,-226,-1,0,1401,1401,1012,203,8222,2601,51,390,10112,65,21,36,1
DuDu,18,1,4,4,420,44,9.8,18996,444,23.9,56,10,22,5,4,1.31,0.23,0.12,0.51,13.8,25586,21499,3892,195,598,23.7,0.12,38.5,0,0,0,0,0,193,10,-75,0,0,15208,15208,10477,0,28660,0,12,304,27985,184,9,31,1
YoungJae,16,2,5,3,206,151,4.8,12929,302,16.3,94,23,33,23,21,2.2,0.54,0.54,0.77,23.1,5292,4676,20,596,124,4.9,0.12,38.5,0,0,0,0,0,843,-7,494,0,0,0,0,9395,953,46666,0,17,304,30782,231,26,50,1
Taeyoon,18,5,2,2,407,20,9.5,19002,444,23.9,42,21,16,7,7,0.98,0.49,0.16,0.37,10.3,29081,11878,15984,1219,680,26.9,0.16,53.8,2,0,1,0,0,-2087,-19,-842,0,0,5099,5099,12774,1344,12662,0,1,153,23171,98,8,30,1
Moham,15,0,3,8,50,4,1.2,9942,232,12.5,161,104,29,19,18,3.76,2.43,0.44,0.68,39.6,10194,6813,3171,210,238,9.4,0.19,61.5,0,0,0,0,0,-1475,-12,-398,0,0,522,522,1510,0,4919,0,42,438,10895,40,21,36,1
