,Level,Kills,Deaths,Assists,CS,CS in Team's Jungle,CSM,Golds,GPM,GOLD%,Vision Score,Wards placed,Wards destroyed,Control Wards Purchased,Detector Wards Placed,VSPM,WPM,VWPM,WCPM,VS%,Total damage to Champion,Physical Damage,Magic Damage,True Damage,DPM,DMG%,K+A Per Minute,KP%,Solo kills,Double kills,Triple kills,Quadra kills,Penta kills,GD@15,CSD@15,XPD@15,LVLD@15,Objectives Stolen,Damage dealt to turrets,Damage dealt to buildings,Total heal,Total Heals On Teammates,Damage self mitigated,Total Damage Shielded On Teammates,Time ccing others,Total Time CC Dealt,Total damage taken,Total Time Spent Dead,Consumables purchased,Items Purchased,Result Score
Doran,15,1,7,10,198,0,5.6,10440,294,17.6,33,18,6,13,13,0.93,0.51,0.37,0.17,12.4,13101,3181,9920,0,369,13.0,0.31,64.7,0,0,0,0,0,-717,-15,-815,-1,0,839,839,6548,1176,55747,0,30,442,48851,248,14,39,0
Peanut,16,7,4,7,219,166,6.2,13978,394,23.5,52,11,14,7,7,1.46,0.31,0.2,0.39,19.5,26050,14905,5817,5328,734,25.9,0.39,82.4,0,1,0,0,0,284,-6,682,1,0,40,40,22357,5580,20526,0,12,189,33248,98,10,30,0
Chovy,15,0,7,10,213,0,6,10847,306,18.3,40,13,12,6,5,1.13,0.37,0.17,0.34,15.0,27914,1069,25862,983,786,27.8,0.28,58.8,0,0,0,0,0,144,9,-443,0,0,0,0,688,0,16853,2908,39,389,18888,239,9,29,0
Peyz,16,7,4,7,324,25,9.1,15748,444,26.5,36,14,9,4,4,1.01,0.39,0.11,0.25,13.5,27720,25547,1203,970,781,27.6,0.39,82.4,0,1,0,0,0,-1574,-26,-1141,-2,0,1150,1150,5853,0,18455,0,17,189,17376,101,6,27,0
Delight,13,2,7,9,42,1,1.2,8370,236,14.1,105,61,12,17,14,2.96,1.72,0.48,0.34,39.5,5697,432,4201,1064,160,5.7,0.31,64.7,0,0,0,0,0,80,6,-211,0,0,0,0,109,0,13511,1788,28,118,19761,207,19,36,0
Doran,17,1,4,4,273,3,6.6,13128,315,19.4,40,17,10,12,12,0.96,0.41,0.29,0.24,11.0,15896,5855,10041,0,382,16.7,0.12,45.5,0,0,0,0,0,-420,-18,17,0,0,2925,2925,13041,5602,62958,0,39,592,42324,117,14,47,0
Peanut,16,2,3,7,220,185,5.3,12787,307,18.9,57,12,19,11,10,1.37,0.29,0.26,0.46,15.7,8950,7127,1195,628,215,9.4,0.22,81.8,0,0,0,0,0,-745,-12,-2,0,0,1198,1198,14390,0,43086,0,9,129,33104,96,14,37,0
Chovy,17,3,5,5,301,6,7.2,14924,358,22.0,66,10,25,6,5,1.59,0.24,0.14,0.6,18.2,30330,937,27874,1519,729,31.8,0.19,72.7,0,0,0,0,0,425,8,-95,0,0,1483,1483,1148,0,17690,3828,33,434,16799,161,9,34,0
Peyz,17,4,3,5,438,30,10.5,18277,439,27.0,54,17,19,7,7,1.3,0.41,0.17,0.46,14.9,32676,30773,1525,378,785,34.3,0.22,81.8,0,0,0,0,0,869,18,490,0,0,3878,3878,5245,0,29281,0,12,237,15087,99,9,34,0
Delight,15,1,3,8,34,0,0.8,8623,207,12.7,145,78,10,25,22,3.48,1.87,0.6,0.24,40.1,7389,559,5482,1348,177,7.8,0.22,81.8,0,0,0,0,0,522,1,872,1,0,140,140,6477,467,23916,3561,16,135,22062,85,28,45,0
Doran,16,0,5,1,219,4,8,8653,314,19.0,28,11,6,5,5,1.02,0.4,0.18,0.22,11.6,10641,1027,9614,0,387,26.7,0.04,16.7,0,0,0,0,0,-591,-21,-321,0,0,754,754,8132,0,18543,0,30,377,23655,147,7,24,0
Peanut,13,2,4,1,162,139,5.9,9073,330,19.9,53,10,19,10,9,1.93,0.36,0.36,0.69,21.9,5059,4517,0,542,184,12.7,0.11,50.0,0,0,0,0,0,-508,-7,-970,-1,0,0,0,9004,0,25838,0,15,299,21963,119,11,25,0
